Name,AccountExternalId,SecurityExternalId,MarketValue__c,Quantity__c
PA_0073-BRITANNIA,PA_0073,SEC_BRITANNIA,932331,255
PA_0074-SHRIRAMFIN,PA_0074,SEC_SHRIRAMFIN,959913,113
PA_0074-HEROMOTOCO,PA_0074,SEC_HEROMOTOCO,959913,377
PA_0074-TATAMOTORS,PA_0074,SEC_TATAMOTORS,959913,289
PA_0074-BPCL,PA_0074,SEC_BPCL,959913,56
PA_0074-ULTRACEMCO,PA_0074,SEC_ULTRACEMCO,959913,332
PA_0074-BHARTIARTL,PA_0074,SEC_BHARTIARTL,959913,30
PA_0075-DRREDDY,PA_0075,SEC_DRREDDY,3925670,91
PA_0075-ADANIPORTS,PA_0075,SEC_ADANIPORTS,3925670,311
PA_0075-DIVISLAB,PA_0075,SEC_DIVISLAB,3925670,260
PA_0075-COALINDIA,PA_0075,SEC_COALINDIA,3925670,18
PA_0075-JSWSTEEL,PA_0075,SEC_JSWSTEEL,3925670,454
PA_0075-DIVISLAB,PA_0075,SEC_DIVISLAB,3925670,290
PA_0076-TECHM,PA_0076,SEC_TECHM,687103,251
PA_0076-DIVISLAB,PA_0076,SEC_DIVISLAB,687103,294
PA_0076-GRASIM,PA_0076,SEC_GRASIM,687103,382
PA_0076-ADANIENT,PA_0076,SEC_ADANIENT,687103,229
PA_0076-TATACONSUM,PA_0076,SEC_TATACONSUM,687103,165
PA_0077-ONGC,PA_0077,SEC_ONGC,1098064,154
PA_0077-SUNPHARMA,PA_0077,SEC_SUNPHARMA,1098064,121
PA_0077-SUNPHARMA,PA_0077,SEC_SUNPHARMA,1098064,76
PA_0077-RELIANCE,PA_0077,SEC_RELIANCE,1098064,194
PA_0077-DIVISLAB,PA_0077,SEC_DIVISLAB,1098064,68
PA_0077-BAJAJ-AUTO,PA_0077,SEC_BAJAJ-AUTO,1098064,187
PA_0078-DRREDDY,PA_0078,SEC_DRREDDY,1471817,315
PA_0078-ASIANPAINT,PA_0078,SEC_ASIANPAINT,1471817,380
PA_0078-RELIANCE,PA_0078,SEC_RELIANCE,1471817,221
PA_0078-BHARTIARTL,PA_0078,SEC_BHARTIARTL,1471817,136
PA_0078-ASIANPAINT,PA_0078,SEC_ASIANPAINT,1471817,75
PA_0079-HEROMOTOCO,PA_0079,SEC_HEROMOTOCO,586597,347
PA_0079-POWERGRID,PA_0079,SEC_POWERGRID,586597,404
PA_0079-JSWSTEEL,PA_0079,SEC_JSWSTEEL,586597,94
PA_0079-JSWSTEEL,PA_0079,SEC_JSWSTEEL,586597,389
PA_0079-BPCL,PA_0079,SEC_BPCL,586597,336
PA_0080-TITAN,PA_0080,SEC_TITAN,734118,485
PA_0080-TCS,PA_0080,SEC_TCS,734118,208
PA_0080-EICHERMOT,PA_0080,SEC_EICHERMOT,734118,365
PA_0080-TECHM,PA_0080,SEC_TECHM,734118,303
PA_0080-TITAN,PA_0080,SEC_TITAN,734118,423
PA_0080-NESTLEIND,PA_0080,SEC_NESTLEIND,734118,490
PA_0081-NIFTYBEES,PA_0081,SEC_NIFTYBEES,319280,460
PA_0081-WIPRO,PA_0081,SEC_WIPRO,319280,200
PA_0081-ADANIENT,PA_0081,SEC_ADANIENT,319280,448
PA_0081-TECHM,PA_0081,SEC_TECHM,319280,435
PA_0081-M&M,PA_0081,SEC_M&M,319280,489
PA_0081-DIVISLAB,PA_0081,SEC_DIVISLAB,319280,26
PA_0082-POWERGRID,PA_0082,SEC_POWERGRID,842434,308
PA_0082-TATAMOTORS,PA_0082,SEC_TATAMOTORS,842434,187
PA_0082-POWERGRID,PA_0082,SEC_POWERGRID,842434,58
PA_0082-BHARTIARTL,PA_0082,SEC_BHARTIARTL,842434,31
PA_0083-HINDUNILVR,PA_0083,SEC_HINDUNILVR,1146259,107
PA_0083-SUNPHARMA,PA_0083,SEC_SUNPHARMA,1146259,152
PA_0083-TATASTEEL,PA_0083,SEC_TATASTEEL,1146259,321
PA_0083-CIPLA,PA_0083,SEC_CIPLA,1146259,16
PA_0083-HINDUNILVR,PA_0083,SEC_HINDUNILVR,1146259,432
PA_0083-GRASIM,PA_0083,SEC_GRASIM,1146259,209
PA_0084-LIQUIDBEES,PA_0084,SEC_LIQUIDBEES,2941848,57
PA_0084-LIQUIDBEES,PA_0084,SEC_LIQUIDBEES,2941848,357
PA_0084-TATASTEEL,PA_0084,SEC_TATASTEEL,2941848,205
PA_0084-NTPC,PA_0084,SEC_NTPC,2941848,127
PA_0084-TITAN,PA_0084,SEC_TITAN,2941848,415
PA_0085-ONGC,PA_0085,SEC_ONGC,1520523,432
PA_0085-TECHM,PA_0085,SEC_TECHM,1520523,258
PA_0085-COALINDIA,PA_0085,SEC_COALINDIA,1520523,12
PA_0085-UPL,PA_0085,SEC_UPL,1520523,320
PA_0086-RELIANCE,PA_0086,SEC_RELIANCE,1324674,143
PA_0086-BAJAJ-AUTO,PA_0086,SEC_BAJAJ-AUTO,1324674,448
PA_0086-SUNPHARMA,PA_0086,SEC_SUNPHARMA,1324674,402
PA_0086-COALINDIA,PA_0086,SEC_COALINDIA,1324674,392
PA_0086-CIPLA,PA_0086,SEC_CIPLA,1324674,225
PA_0086-BHARTIARTL,PA_0086,SEC_BHARTIARTL,1324674,252
PA_0087-ONGC,PA_0087,SEC_ONGC,471283,442
PA_0087-BRITANNIA,PA_0087,SEC_BRITANNIA,471283,161
PA_0087-GRASIM,PA_0087,SEC_GRASIM,471283,328
PA_0087-CIPLA,PA_0087,SEC_CIPLA,471283,20
PA_0087-ULTRACEMCO,PA_0087,SEC_ULTRACEMCO,471283,432
PA_0087-TATAMOTORS,PA_0087,SEC_TATAMOTORS,471283,417
PA_0088-SUNPHARMA,PA_0088,SEC_SUNPHARMA,466627,375
PA_0088-APOLLOHOSP,PA_0088,SEC_APOLLOHOSP,466627,77
PA_0088-BRITANNIA,PA_0088,SEC_BRITANNIA,466627,81
PA_0088-UPL,PA_0088,SEC_UPL,466627,182
PA_0089-JSWSTEEL,PA_0089,SEC_JSWSTEEL,4168322,222
PA_0089-NESTLEIND,PA_0089,SEC_NESTLEIND,4168322,354
PA_0089-MARUTI,PA_0089,SEC_MARUTI,4168322,206
PA_0089-INDUSINDBK,PA_0089,SEC_INDUSINDBK,4168322,96
PA_0090-POWERGRID,PA_0090,SEC_POWERGRID,743391,322
PA_0090-LIQUIDBEES,PA_0090,SEC_LIQUIDBEES,743391,130
PA_0090-HINDALCO,PA_0090,SEC_HINDALCO,743391,188
PA_0090-HINDUNILVR,PA_0090,SEC_HINDUNILVR,743391,296
PA_0090-COALINDIA,PA_0090,SEC_COALINDIA,743391,355
PA_0091-RELIANCE,PA_0091,SEC_RELIANCE,5650581,469
PA_0091-TATASTEEL,PA_0091,SEC_TATASTEEL,5650581,166
PA_0091-SHRIRAMFIN,PA_0091,SEC_SHRIRAMFIN,5650581,213
PA_0092-GRASIM,PA_0092,SEC_GRASIM,3327518,179
PA_0092-LT,PA_0092,SEC_LT,3327518,462
PA_0092-SBILIFE,PA_0092,SEC_SBILIFE,3327518,292
PA_0092-POWERGRID,PA_0092,SEC_POWERGRID,3327518,237
PA_0092-TITAN,PA_0092,SEC_TITAN,3327518,374
PA_0092-TATAMOTORS,PA_0092,SEC_TATAMOTORS,3327518,88
PA_0093-TCS,PA_0093,SEC_TCS,1546493,124
PA_0093-BAJAJ-AUTO,PA_0093,SEC_BAJAJ-AUTO,1546493,11
PA_0093-HEROMOTOCO,PA_0093,SEC_HEROMOTOCO,1546493,94
PA_0093-ONGC,PA_0093,SEC_ONGC,1546493,378
PA_0094-POWERGRID,PA_0094,SEC_POWERGRID,378904,450
PA_0094-HEROMOTOCO,PA_0094,SEC_HEROMOTOCO,378904,476
PA_0094-HINDUNILVR,PA_0094,SEC_HINDUNILVR,378904,414
PA_0094-TATASTEEL,PA_0094,SEC_TATASTEEL,378904,413
PA_0095-WIPRO,PA_0095,SEC_WIPRO,4259811,125
PA_0095-TATASTEEL,PA_0095,SEC_TATASTEEL,4259811,222
PA_0095-LT,PA_0095,SEC_LT,4259811,135
PA_0096-CIPLA,PA_0096,SEC_CIPLA,1287420,457
PA_0096-COALINDIA,PA_0096,SEC_COALINDIA,1287420,129
PA_0096-BPCL,PA_0096,SEC_BPCL,1287420,373
PA_0096-NESTLEIND,PA_0096,SEC_NESTLEIND,1287420,399
PA_0096-HEROMOTOCO,PA_0096,SEC_HEROMOTOCO,1287420,141
PA_0097-NTPC,PA_0097,SEC_NTPC,1336155,328
PA_0097-HDFCLIFE,PA_0097,SEC_HDFCLIFE,1336155,20
PA_0097-TATAMOTORS,PA_0097,SEC_TATAMOTORS,1336155,234
PA_0098-CIPLA,PA_0098,SEC_CIPLA,2841153,373
PA_0098-LIQUIDBEES,PA_0098,SEC_LIQUIDBEES,2841153,192
PA_0098-ADANIENT,PA_0098,SEC_ADANIENT,2841153,48
PA_0098-TECHM,PA_0098,SEC_TECHM,2841153,103
PA_0099-NESTLEIND,PA_0099,SEC_NESTLEIND,2476051,150
PA_0099-UPL,PA_0099,SEC_UPL,2476051,197
PA_0099-TECHM,PA_0099,SEC_TECHM,2476051,43
PA_0100-COALINDIA,PA_0100,SEC_COALINDIA,1610934,249
PA_0100-COALINDIA,PA_0100,SEC_COALINDIA,1610934,44
PA_0100-HEROMOTOCO,PA_0100,SEC_HEROMOTOCO,1610934,163
PA_0101-BHARTIARTL,PA_0101,SEC_BHARTIARTL,1370759,473
PA_0101-INFY,PA_0101,SEC_INFY,1370759,196
PA_0101-SHRIRAMFIN,PA_0101,SEC_SHRIRAMFIN,1370759,479
PA_0102-HCLTECH,PA_0102,SEC_HCLTECH,1010394,312
PA_0102-TITAN,PA_0102,SEC_TITAN,1010394,500
PA_0102-NIFTYBEES,PA_0102,SEC_NIFTYBEES,1010394,321
PA_0102-SBILIFE,PA_0102,SEC_SBILIFE,1010394,259
PA_0102-M&M,PA_0102,SEC_M&M,1010394,456
PA_0102-BAJAJ-AUTO,PA_0102,SEC_BAJAJ-AUTO,1010394,285
PA_0103-NESTLEIND,PA_0103,SEC_NESTLEIND,685679,439
PA_0103-HCLTECH,PA_0103,SEC_HCLTECH,685679,495
PA_0103-HCLTECH,PA_0103,SEC_HCLTECH,685679,479
PA_0103-HINDALCO,PA_0103,SEC_HINDALCO,685679,170
PA_0103-ASIANPAINT,PA_0103,SEC_ASIANPAINT,685679,68
PA_0104-LT,PA_0104,SEC_LT,978832,30
PA_0104-EICHERMOT,PA_0104,SEC_EICHERMOT,978832,443
PA_0104-ITC,PA_0104,SEC_ITC,978832,434
PA_0104-TATACONSUM,PA_0104,SEC_TATACONSUM,978832,95
PA_0104-HCLTECH,PA_0104,SEC_HCLTECH,978832,271
PA_0104-HCLTECH,PA_0104,SEC_HCLTECH,978832,372
PA_0105-INFY,PA_0105,SEC_INFY,310270,245
PA_0105-TATASTEEL,PA_0105,SEC_TATASTEEL,310270,231
PA_0105-SHRIRAMFIN,PA_0105,SEC_SHRIRAMFIN,310270,232
PA_0105-BRITANNIA,PA_0105,SEC_BRITANNIA,310270,426
PA_0105-TCS,PA_0105,SEC_TCS,310270,307
PA_0105-ASIANPAINT,PA_0105,SEC_ASIANPAINT,310270,468
PA_0106-APOLLOHOSP,PA_0106,SEC_APOLLOHOSP,1015552,35
PA_0106-TATAMOTORS,PA_0106,SEC_TATAMOTORS,1015552,155
PA_0106-BAJAJ-AUTO,PA_0106,SEC_BAJAJ-AUTO,1015552,361
PA_0106-DRREDDY,PA_0106,SEC_DRREDDY,1015552,497
PA_0106-BHARTIARTL,PA_0106,SEC_BHARTIARTL,1015552,480
PA_0107-CIPLA,PA_0107,SEC_CIPLA,1571158,199
PA_0107-RELIANCE,PA_0107,SEC_RELIANCE,1571158,437
PA_0107-ITC,PA_0107,SEC_ITC,1571158,340
PA_0107-ONGC,PA_0107,SEC_ONGC,1571158,69
PA_0108-HCLTECH,PA_0108,SEC_HCLTECH,677072,408
PA_0108-MARUTI,PA_0108,SEC_MARUTI,677072,89
PA_0108-NESTLEIND,PA_0108,SEC_NESTLEIND,677072,120
PA_0108-M&M,PA_0108,SEC_M&M,677072,162
PA_0108-BRITANNIA,PA_0108,SEC_BRITANNIA,677072,357
PA_0108-BRITANNIA,PA_0108,SEC_BRITANNIA,677072,26
PA_0109-HEROMOTOCO,PA_0109,SEC_HEROMOTOCO,1198611,370
PA_0109-LIQUIDBEES,PA_0109,SEC_LIQUIDBEES,1198611,355
PA_0109-EICHERMOT,PA_0109,SEC_EICHERMOT,1198611,390
PA_0109-MARUTI,PA_0109,SEC_MARUTI,1198611,351
PA_0109-TCS,PA_0109,SEC_TCS,1198611,377
PA_0109-HCLTECH,PA_0109,SEC_HCLTECH,1198611,204
PA_0110-CIPLA,PA_0110,SEC_CIPLA,1242926,488
PA_0110-COALINDIA,PA_0110,SEC_COALINDIA,1242926,153
PA_0110-WIPRO,PA_0110,SEC_WIPRO,1242926,180
PA_0110-INDUSINDBK,PA_0110,SEC_INDUSINDBK,1242926,312
PA_0111-TECHM,PA_0111,SEC_TECHM,1485300,365
PA_0111-ONGC,PA_0111,SEC_ONGC,1485300,91
PA_0111-BHARTIARTL,PA_0111,SEC_BHARTIARTL,1485300,427
PA_0111-RELIANCE,PA_0111,SEC_RELIANCE,1485300,94
PA_0111-POWERGRID,PA_0111,SEC_POWERGRID,1485300,117
PA_0111-TECHM,PA_0111,SEC_TECHM,1485300,145
PA_0112-ONGC,PA_0112,SEC_ONGC,1164972,137
PA_0112-HINDALCO,PA_0112,SEC_HINDALCO,1164972,439
PA_0112-BHARTIARTL,PA_0112,SEC_BHARTIARTL,1164972,47
PA_0112-ULTRACEMCO,PA_0112,SEC_ULTRACEMCO,1164972,119
PA_0112-EICHERMOT,PA_0112,SEC_EICHERMOT,1164972,117
PA_0112-TECHM,PA_0112,SEC_TECHM,1164972,286
PA_0113-ADANIENT,PA_0113,SEC_ADANIENT,5986788,128
PA_0113-HDFCLIFE,PA_0113,SEC_HDFCLIFE,5986788,242
PA_0113-LT,PA_0113,SEC_LT,5986788,264
PA_0113-HDFCLIFE,PA_0113,SEC_HDFCLIFE,5986788,262
PA_0114-TATASTEEL,PA_0114,SEC_TATASTEEL,909797,388
PA_0114-ITC,PA_0114,SEC_ITC,909797,458
PA_0114-TATACONSUM,PA_0114,SEC_TATACONSUM,909797,405
PA_0114-TECHM,PA_0114,SEC_TECHM,909797,447
PA_0114-ADANIENT,PA_0114,SEC_ADANIENT,909797,40
PA_0115-WIPRO,PA_0115,SEC_WIPRO,675754,149
PA_0115-DIVISLAB,PA_0115,SEC_DIVISLAB,675754,289
PA_0115-ADANIPORTS,PA_0115,SEC_ADANIPORTS,675754,101
PA_0115-ADANIENT,PA_0115,SEC_ADANIENT,675754,375
PA_0115-SHRIRAMFIN,PA_0115,SEC_SHRIRAMFIN,675754,162
PA_0115-TATASTEEL,PA_0115,SEC_TATASTEEL,675754,26
PA_0116-BHARTIARTL,PA_0116,SEC_BHARTIARTL,1544101,306
PA_0116-RELIANCE,PA_0116,SEC_RELIANCE,1544101,271
PA_0116-NIFTYBEES,PA_0116,SEC_NIFTYBEES,1544101,427
PA_0116-HCLTECH,PA_0116,SEC_HCLTECH,1544101,157
PA_0117-SHRIRAMFIN,PA_0117,SEC_SHRIRAMFIN,1083258,331
PA_0117-NESTLEIND,PA_0117,SEC_NESTLEIND,1083258,250
PA_0117-POWERGRID,PA_0117,SEC_POWERGRID,1083258,414
PA_0117-INFY,PA_0117,SEC_INFY,1083258,229
PA_0117-MARUTI,PA_0117,SEC_MARUTI,1083258,419
PA_0117-TITAN,PA_0117,SEC_TITAN,1083258,367
PA_0118-ULTRACEMCO,PA_0118,SEC_ULTRACEMCO,636206,95
PA_0118-SBILIFE,PA_0118,SEC_SBILIFE,636206,391
PA_0118-ADANIPORTS,PA_0118,SEC_ADANIPORTS,636206,296
PA_0118-BAJAJ-AUTO,PA_0118,SEC_BAJAJ-AUTO,636206,470
PA_0118-SUNPHARMA,PA_0118,SEC_SUNPHARMA,636206,113
PA_0119-MARUTI,PA_0119,SEC_MARUTI,343336,467
PA_0119-RELIANCE,PA_0119,SEC_RELIANCE,343336,499
PA_0119-TATASTEEL,PA_0119,SEC_TATASTEEL,343336,498
PA_0119-ADANIPORTS,PA_0119,SEC_ADANIPORTS,343336,326
PA_0119-BPCL,PA_0119,SEC_BPCL,343336,99
PA_0119-HINDALCO,PA_0119,SEC_HINDALCO,343336,50
PA_0120-CIPLA,PA_0120,SEC_CIPLA,3587940,63
PA_0120-BPCL,PA_0120,SEC_BPCL,3587940,88
PA_0120-ADANIENT,PA_0120,SEC_ADANIENT,3587940,177
PA_0121-ULTRACEMCO,PA_0121,SEC_ULTRACEMCO,385050,46
PA_0121-HINDALCO,PA_0121,SEC_HINDALCO,385050,345
PA_0121-HCLTECH,PA_0121,SEC_HCLTECH,385050,208
PA_0121-HDFCLIFE,PA_0121,SEC_HDFCLIFE,385050,173
PA_0121-HINDUNILVR,PA_0121,SEC_HINDUNILVR,385050,383
PA_0122-ADANIENT,PA_0122,SEC_ADANIENT,2020967,170
PA_0122-ASIANPAINT,PA_0122,SEC_ASIANPAINT,2020967,188
PA_0122-TCS,PA_0122,SEC_TCS,2020967,10
PA_0122-ADANIPORTS,PA_0122,SEC_ADANIPORTS,2020967,103
PA_0122-APOLLOHOSP,PA_0122,SEC_APOLLOHOSP,2020967,230
PA_0122-SHRIRAMFIN,PA_0122,SEC_SHRIRAMFIN,2020967,403
PA_0123-POWERGRID,PA_0123,SEC_POWERGRID,374437,416
PA_0123-EICHERMOT,PA_0123,SEC_EICHERMOT,374437,116
PA_0123-BAJAJ-AUTO,PA_0123,SEC_BAJAJ-AUTO,374437,55
PA_0123-HEROMOTOCO,PA_0123,SEC_HEROMOTOCO,374437,60
PA_0123-SHRIRAMFIN,PA_0123,SEC_SHRIRAMFIN,374437,146
PA_0123-CIPLA,PA_0123,SEC_CIPLA,374437,181
PA_0124-HINDALCO,PA_0124,SEC_HINDALCO,1810811,219
PA_0124-BPCL,PA_0124,SEC_BPCL,1810811,397
PA_0124-TATASTEEL,PA_0124,SEC_TATASTEEL,1810811,130
PA_0124-WIPRO,PA_0124,SEC_WIPRO,1810811,401
PA_0125-ASIANPAINT,PA_0125,SEC_ASIANPAINT,1175682,176
PA_0125-ADANIENT,PA_0125,SEC_ADANIENT,1175682,319
PA_0125-GRASIM,PA_0125,SEC_GRASIM,1175682,108
PA_0125-BAJAJ-AUTO,PA_0125,SEC_BAJAJ-AUTO,1175682,343
PA_0126-SHRIRAMFIN,PA_0126,SEC_SHRIRAMFIN,2616790,145
PA_0126-BHARTIARTL,PA_0126,SEC_BHARTIARTL,2616790,359
PA_0126-INDUSINDBK,PA_0126,SEC_INDUSINDBK,2616790,332
PA_0127-ASIANPAINT,PA_0127,SEC_ASIANPAINT,2781413,403
PA_0127-WIPRO,PA_0127,SEC_WIPRO,2781413,85
PA_0127-TECHM,PA_0127,SEC_TECHM,2781413,336
PA_0127-HINDALCO,PA_0127,SEC_HINDALCO,2781413,434
PA_0127-BPCL,PA_0127,SEC_BPCL,2781413,209
PA_0128-BAJAJ-AUTO,PA_0128,SEC_BAJAJ-AUTO,319171,76
PA_0128-BAJAJ-AUTO,PA_0128,SEC_BAJAJ-AUTO,319171,95
PA_0128-NIFTYBEES,PA_0128,SEC_NIFTYBEES,319171,111
PA_0128-ONGC,PA_0128,SEC_ONGC,319171,215
PA_0128-HEROMOTOCO,PA_0128,SEC_HEROMOTOCO,319171,229
PA_0128-M&M,PA_0128,SEC_M&M,319171,434
PA_0129-ASIANPAINT,PA_0129,SEC_ASIANPAINT,1831360,177
PA_0129-EICHERMOT,PA_0129,SEC_EICHERMOT,1831360,245
PA_0129-HDFCLIFE,PA_0129,SEC_HDFCLIFE,1831360,174
PA_0129-TATACONSUM,PA_0129,SEC_TATACONSUM,1831360,315
PA_0129-TATAMOTORS,PA_0129,SEC_TATAMOTORS,1831360,38
PA_0129-UPL,PA_0129,SEC_UPL,1831360,437
PA_0130-WIPRO,PA_0130,SEC_WIPRO,7819160,369
PA_0130-TATASTEEL,PA_0130,SEC_TATASTEEL,7819160,144
PA_0130-BAJAJ-AUTO,PA_0130,SEC_BAJAJ-AUTO,7819160,96
PA_0131-INDUSINDBK,PA_0131,SEC_INDUSINDBK,394756,365
PA_0131-SBILIFE,PA_0131,SEC_SBILIFE,394756,335
PA_0131-HDFCLIFE,PA_0131,SEC_HDFCLIFE,394756,149
PA_0131-TECHM,PA_0131,SEC_TECHM,394756,294
PA_0131-HINDUNILVR,PA_0131,SEC_HINDUNILVR,394756,178
PA_0131-NESTLEIND,PA_0131,SEC_NESTLEIND,394756,308
PA_0132-WIPRO,PA_0132,SEC_WIPRO,2753209,374
PA_0132-SUNPHARMA,PA_0132,SEC_SUNPHARMA,2753209,260
PA_0132-NIFTYBEES,PA_0132,SEC_NIFTYBEES,2753209,175
PA_0133-ONGC,PA_0133,SEC_ONGC,636631,41
PA_0133-TECHM,PA_0133,SEC_TECHM,636631,362
PA_0133-COALINDIA,PA_0133,SEC_COALINDIA,636631,16
PA_0133-HCLTECH,PA_0133,SEC_HCLTECH,636631,327
PA_0133-HDFCLIFE,PA_0133,SEC_HDFCLIFE,636631,63
PA_0134-EICHERMOT,PA_0134,SEC_EICHERMOT,805069,405
PA_0134-LIQUIDBEES,PA_0134,SEC_LIQUIDBEES,805069,86
PA_0134-ULTRACEMCO,PA_0134,SEC_ULTRACEMCO,805069,106
PA_0134-INFY,PA_0134,SEC_INFY,805069,409
PA_0134-HINDUNILVR,PA_0134,SEC_HINDUNILVR,805069,45
PA_0135-NESTLEIND,PA_0135,SEC_NESTLEIND,1061787,356
PA_0135-HCLTECH,PA_0135,SEC_HCLTECH,1061787,186
PA_0135-JSWSTEEL,PA_0135,SEC_JSWSTEEL,1061787,24
PA_0136-INDUSINDBK,PA_0136,SEC_INDUSINDBK,976255,263
PA_0136-POWERGRID,PA_0136,SEC_POWERGRID,976255,172
PA_0136-TATAMOTORS,PA_0136,SEC_TATAMOTORS,976255,19
PA_0136-TATASTEEL,PA_0136,SEC_TATASTEEL,976255,390
PA_0136-POWERGRID,PA_0136,SEC_POWERGRID,976255,262
PA_0137-LIQUIDBEES,PA_0137,SEC_LIQUIDBEES,1508813,223
PA_0137-SHRIRAMFIN,PA_0137,SEC_SHRIRAMFIN,1508813,296
PA_0137-LT,PA_0137,SEC_LT,1508813,137
PA_0137-ULTRACEMCO,PA_0137,SEC_ULTRACEMCO,1508813,397
PA_0138-POWERGRID,PA_0138,SEC_POWERGRID,694500,170
PA_0138-HINDALCO,PA_0138,SEC_HINDALCO,694500,444
PA_0138-GRASIM,PA_0138,SEC_GRASIM,694500,289
PA_0138-UPL,PA_0138,SEC_UPL,694500,105
PA_0138-INFY,PA_0138,SEC_INFY,694500,430
PA_0138-NIFTYBEES,PA_0138,SEC_NIFTYBEES,694500,206
PA_0139-POWERGRID,PA_0139,SEC_POWERGRID,2394660,407
PA_0139-ITC,PA_0139,SEC_ITC,2394660,428
PA_0139-ADANIENT,PA_0139,SEC_ADANIENT,2394660,110
PA_0139-INDUSINDBK,PA_0139,SEC_INDUSINDBK,2394660,327
PA_0140-BAJAJ-AUTO,PA_0140,SEC_BAJAJ-AUTO,928798,443
PA_0140-RELIANCE,PA_0140,SEC_RELIANCE,928798,448
PA_0140-SHRIRAMFIN,PA_0140,SEC_SHRIRAMFIN,928798,224
PA_0140-BAJAJ-AUTO,PA_0140,SEC_BAJAJ-AUTO,928798,251
PA_0140-SBILIFE,PA_0140,SEC_SBILIFE,928798,67
PA_0140-TATACONSUM,PA_0140,SEC_TATACONSUM,928798,175
PA_0141-SUNPHARMA,PA_0141,SEC_SUNPHARMA,891072,360
PA_0141-JSWSTEEL,PA_0141,SEC_JSWSTEEL,891072,87
PA_0141-HEROMOTOCO,PA_0141,SEC_HEROMOTOCO,891072,449
PA_0141-POWERGRID,PA_0141,SEC_POWERGRID,891072,158
PA_0142-ONGC,PA_0142,SEC_ONGC,861332,24
PA_0142-POWERGRID,PA_0142,SEC_POWERGRID,861332,223
PA_0142-SBILIFE,PA_0142,SEC_SBILIFE,861332,125
PA_0142-RELIANCE,PA_0142,SEC_RELIANCE,861332,359
PA_0143-APOLLOHOSP,PA_0143,SEC_APOLLOHOSP,646329,374
PA_0143-INDUSINDBK,PA_0143,SEC_INDUSINDBK,646329,495
PA_0143-ULTRACEMCO,PA_0143,SEC_ULTRACEMCO,646329,467
PA_0143-ASIANPAINT,PA_0143,SEC_ASIANPAINT,646329,235
PA_0144-TATACONSUM,PA_0144,SEC_TATACONSUM,732440,419
PA_0144-BAJAJ-AUTO,PA_0144,SEC_BAJAJ-AUTO,732440,465
PA_0144-MARUTI,PA_0144,SEC_MARUTI,732440,384
PA_0144-HINDALCO,PA_0144,SEC_HINDALCO,732440,333
PA_0144-NIFTYBEES,PA_0144,SEC_NIFTYBEES,732440,342
PA_0144-ULTRACEMCO,PA_0144,SEC_ULTRACEMCO,732440,455
PA_0145-HINDUNILVR,PA_0145,SEC_HINDUNILVR,2015947,332
PA_0145-APOLLOHOSP,PA_0145,SEC_APOLLOHOSP,2015947,96
PA_0145-M&M,PA_0145,SEC_M&M,2015947,207
PA_0146-JSWSTEEL,PA_0146,SEC_JSWSTEEL,600214,479
PA_0146-HCLTECH,PA_0146,SEC_HCLTECH,600214,168
PA_0146-DRREDDY,PA_0146,SEC_DRREDDY,600214,20
PA_0146-EICHERMOT,PA_0146,SEC_EICHERMOT,600214,178
PA_0146-ASIANPAINT,PA_0146,SEC_ASIANPAINT,600214,191
PA_0147-TCS,PA_0147,SEC_TCS,877360,476
PA_0147-ITC,PA_0147,SEC_ITC,877360,472
PA_0147-SHRIRAMFIN,PA_0147,SEC_SHRIRAMFIN,877360,484
PA_0147-CIPLA,PA_0147,SEC_CIPLA,877360,461
PA_0148-BRITANNIA,PA_0148,SEC_BRITANNIA,611510,101
PA_0148-BPCL,PA_0148,SEC_BPCL,611510,439
PA_0148-UPL,PA_0148,SEC_UPL,611510,251
PA_0149-ULTRACEMCO,PA_0149,SEC_ULTRACEMCO,630574,342
PA_0149-HDFCLIFE,PA_0149,SEC_HDFCLIFE,630574,220
PA_0149-TITAN,PA_0149,SEC_TITAN,630574,389
PA_0149-DIVISLAB,PA_0149,SEC_DIVISLAB,630574,16
PA_0149-ADANIENT,PA_0149,SEC_ADANIENT,630574,460
PA_0150-INFY,PA_0150,SEC_INFY,1075469,247
PA_0150-M&M,PA_0150,SEC_M&M,1075469,73
PA_0150-BAJAJ-AUTO,PA_0150,SEC_BAJAJ-AUTO,1075469,241
PA_0151-POWERGRID,PA_0151,SEC_POWERGRID,1848935,276
PA_0151-ADANIPORTS,PA_0151,SEC_ADANIPORTS,1848935,448
PA_0151-RELIANCE,PA_0151,SEC_RELIANCE,1848935,322
PA_0151-TATASTEEL,PA_0151,SEC_TATASTEEL,1848935,200
PA_0151-HEROMOTOCO,PA_0151,SEC_HEROMOTOCO,1848935,474
PA_0152-TATASTEEL,PA_0152,SEC_TATASTEEL,859033,186
PA_0152-ONGC,PA_0152,SEC_ONGC,859033,436
PA_0152-SUNPHARMA,PA_0152,SEC_SUNPHARMA,859033,29
PA_0152-COALINDIA,PA_0152,SEC_COALINDIA,859033,463
PA_0152-ULTRACEMCO,PA_0152,SEC_ULTRACEMCO,859033,308
PA_0153-TCS,PA_0153,SEC_TCS,326837,167
PA_0153-INFY,PA_0153,SEC_INFY,326837,411
PA_0153-INFY,PA_0153,SEC_INFY,326837,363
PA_0153-NIFTYBEES,PA_0153,SEC_NIFTYBEES,326837,345
PA_0154-LIQUIDBEES,PA_0154,SEC_LIQUIDBEES,1799938,71
